Supertype,Device Type,Model,Deployment Category,Unified architecture,Family,Antenna,SD-WAN,WAN ports detail,WAN ports amount,WAN port max,LAN ports detail,LAN ports amount,LAN port max,Client Recommendation,Recommended Max VPN Tunnels,Throughput,Advanced Security Throughput,PIM Modules,PIM types,SM Modules,SM types,NIM Modules,NIM types,Cellular,Features,Ordering information,Description,Notes,List Order,Datasheet
ISR1000,Desktop,C1101-4P,Small branch,No,Catalyst,No,Yes,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"Cryptography, Memory 4GB",C1101-4P,Compact fixed router,Smallest form factor,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1101-4PLTEP,Small branch,No,Catalyst,Yes,Yes,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"Cryptography, Memory 4GB",C1101-4PLTEP,Compact router with cellular expansion,Accepts pluggable LTE module,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1109-2PLTEGB,Small branch,No,Catalyst,Yes,Yes,1x 1GbE RJ45,1,1 Gbps,2x 1GbE RJ45,2,1 Gbps,,,340 Mbps,,1,LTE Pluggable,0,,0,,,"LTE, Cryptography, Memory 4GB",C1109-2PLTEGB,Hardened router with cellular,Built for wider temperature ranges,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1109-4PLTE2P,Small branch,No,Catalyst,Yes,Yes,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,340 Mbps,,2,LTE Pluggable,0,,0,,,"LTE, Cryptography, Memory 4GB",C1109-4PLTE2P,Hardened router with dual cellular,"Supports 2 LTE PIMs in active-st,by",4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1111-4P,Small branch,No,Catalyst,No,Yes,"1x 1GbE RJ45 , 1x 1GbE SFP Combo",1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1111-4P,"St,ard branch router",Optional internal adapter for PoE,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1111-4P-DNA,Small branch,No,Catalyst,No,Yes,"1x 1GbE RJ45 , 1x 1GbE SFP Combo",1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1111-4P-DNA,"St,ard branch router with DNA",Ships with DNA subscription,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1111-8P,Small branch,No,Catalyst,No,Yes,"1x 1GbE RJ45 , 1x 1GbE SFP Combo",1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1111-8P,8-port branch router,Optional internal adapter for PoE,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1111-8P-DNA,Small branch,No,Catalyst,No,Yes,"1x 1GbE RJ45 , 1x 1GbE SFP Combo",1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1111-8P-DNA,8-port branch router with DNA,Ships with DNA subscription,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1111X-8P,Small branch,No,Catalyst,No,Yes,"1x 1GbE RJ45 , 1x 1GbE SFP Combo",1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 8GB",C1111X-8P,8-port advanced security router,Includes 8GB DRAM,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1112-8P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1112-8P,Branch router with DSL,Includes G.FAST (Annex B),4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1113-8P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1113-8P,Branch router with DSL,Includes G.FAST (Annex A),4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1113-8PM,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1113-8PM,Branch router with ADSL2/VDSL2+,Includes Annex M,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1116-4P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1116-4P,4-port branch router with DSL,Includes ADSL2/VDSL2+ (Annex B/J),4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1117-4P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1117-4P,4-port branch router with DSL,Includes ADSL2/VDSL2+ (Annex A),4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1117-4PM,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1117-4PM,4-port branch router with DSL,Includes ADSL2/VDSL2+ (Annex M),4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121-4P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1121-4P,"St,ard 4-port branch router",Entry level,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121-4PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1121-4PLTEP,4-port branch router with cellular expansion,Accepts pluggable LTE module,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121-8P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1121-8P,"St,ard 8-port branch router",Entry level,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1121-8PLTEP,8-port branch router with cellular expansion,Accepts pluggable LTE module,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121X-8P,Small branch,No,Catalyst,No,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 8GB",C1121X-8P,Advanced security 8-port branch router,Includes 8GB DRAM,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1121X-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 8GB",C1121X-8PLTEP,Advanced security router with cellular,Accepts pluggable LTE module,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1126-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1126-8PLTEP,8-port branch router with ADSL/VDSL,Includes Annex B/J,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1126X-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 8GB",C1126X-8PLTEP,Advanced security router with ADSL/VDSL,Includes Annex B/J,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1127-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1127-8PLTEP,8-port branch router with ADSL/VDSL,Includes Annex A,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1127X-8PLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 8GB",C1127X-8PLTEP,Advanced security router with ADSL/VDSL,Includes Annex A,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1127-8PMLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1127-8PMLTEP,8-port branch router with ADSL/VDSL,Includes Annex M,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1127X-8PMLTEP,Small branch,No,Catalyst,Yes,,1x 1GbE RJ45,1,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,670 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 8GB",C1127X-8PMLTEP,Advanced security router with ADSL/VDSL,Includes Annex M,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1131-8P,Small branch,No,Catalyst,No,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1131-8P,Dual WAN combo router,Entry level,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1131X-8P,Small branch,No,Catalyst,No,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,680 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 8GB",C1131X-8P,Advanced security dual WAN router,Includes 8GB DRAM,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1161-8P,Small branch,No,Catalyst,No,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 4GB",C1161-8P,Dual WAN combo branch router,Entry level,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1161X-8P,Small branch,No,Catalyst,No,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,800 Mbps,,0,,0,,0,,,"PoE, Cryptography, Memory 8GB",C1161X-8P,Advanced security dual WAN router,Highest throughput in ISR 1000 range,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1161-8PLTEP,Small branch,No,Catalyst,Yes,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,450 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 4GB",C1161-8PLTEP,Dual WAN router with cellular expansion,Accepts pluggable LTE module,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
ISR1000,Desktop,C1161X-8PLTEP,Small branch,No,Catalyst,Yes,,2x 1GbE SFP Combo,2,1 Gbps,8x 1GbE RJ45,8,1 Gbps,,,800 Mbps,,1,LTE Pluggable,0,,0,,,"PoE, Cryptography, Memory 8GB",C1161X-8PLTEP,Advanced security router with cellular,Highest throughput in ISR 1000 range,4,cisco.com/c/en/us/products/collateral/routers/1000-series-integrated-services-routers-isr/datasheet-c78-739512.html
C900,Desktop,C921-4P,Micro branch,No,Catalyst,No,,2x 1GbE RJ45,2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,Cryptography,C921-4P,Micro branch fixed router,Entry level,,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C921-4PLTEGB,Micro branch,No,Catalyst,Yes,,2x 1GbE RJ45,2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,"LTE, Cryptography",C921-4PLTEGB,Micro branch router with LTE,"Global LTE b,s",,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C926-4P,Micro branch,No,Catalyst,No,,"1x 1GbE RJ45 , 1x DSL",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,Cryptography,C926-4P,Micro branch router with DSL,Entry level,,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C927-4P,Micro branch,No,Catalyst,No,,"1x 1GbE RJ45 , 1x DSL",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,Cryptography,C927-4P,Micro branch router with DSL,"VDSL2 , ADSL2+",,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C927-4PM,Micro branch,No,Catalyst,No,,"1x 1GbE RJ45 , 1x DSL",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,Cryptography,C927-4PM,Micro branch router with DSL,Includes Annex M,,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C927-4PLTEGB,Micro branch,No,Catalyst,Yes,,"1x 1GbE RJ45 , 1x DSL",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,150 Mbps,,0,,0,,0,,,"LTE, Cryptography",C927-4PLTEGB,"Micro branch router with DSL , LTE","Global LTE b,s",,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
C900,Desktop,C931-4P,Micro branch,No,Catalyst,No,,2x 1GbE RJ45,2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,,,250 Mbps,,0,,0,,0,,,Cryptography,C931-4P,High performance micro branch router,Advanced IPsec capacity,,cisco.com/c/en/us/products/collateral/routers/900-series-integrated-services-routers-isr/datasheet-c78-741615.html
MX67,Desktop,MX67,Small branch,No,Meraki,No,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,50,50,700 Mbps,400 Mbps,0,,0,,0,,,"Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX67-HW,Small branch firewall,WAN available via convertible LAN,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX67,Desktop,MX67W,Small branch,No,Meraki,Yes,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,50,50,700 Mbps,400 Mbps,0,,0,,0,,,"wireless, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX67W-HW,Small branch firewall with Wi-Fi,802.11ac wave 2,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX67,Desktop,MX67C,Small branch,No,Meraki,Yes,,"1x 1GbE RJ45 , Cellular",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,50,50,700 Mbps,400 Mbps,0,,0,,0,,,"LTE, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX67C-HW,Small branch firewall with LTE failover,"LTE b,s vary by region",3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX68,Desktop,MX68,Small branch,No,Meraki,No,,2x 1GbE RJ45,2,1 Gbps,10x 1GbE RJ45,10,1 Gbps,50,50,700 Mbps,300 Mbps,0,,0,,0,,,"PoE, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX68-HW,Small branch firewall with high port density,Includes 2 PoE+ ports,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX68,Desktop,MX68W,Small branch,No,Meraki,Yes,,2x 1GbE RJ45,2,1 Gbps,10x 1GbE RJ45,10,1 Gbps,50,50,700 Mbps,300 Mbps,0,,0,,0,,,"wireless, PoE, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX68W-HW,"Small branch firewall with high port density , Wi-Fi",Includes 2 PoE+ ports,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX68,Desktop,MX68CW,Small branch,No,Meraki,Yes,,"2x 1GbE RJ45 , Cellular",3,1 Gbps,10x 1GbE RJ45,10,1 Gbps,50,50,700 Mbps,300 Mbps,0,,0,,0,,,"wireless, LTE, PoE, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX68CW-HW,"Small branch firewall with LTE , Wi-Fi",Includes 2 PoE+ ports,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX67_and_MX68_Datasheet
MX75,Desktop,MX75,Medium branch,No,Meraki,No,,"2x 1GbE SFP , 1x 1GbE RJ45",3,1 Gbps,10x 1GbE RJ45,10,1 Gbps,200,75,1 Gbps,1 Gbps,0,,0,,0,,,"PoE, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX75-HW,Growing branch firewall with fiber uplinks,Includes 2 PoE+ ports,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX75_Datasheet
MX84,Rack,MX84,Medium branch,No,Meraki,No,,2x 1GbE RJ45,2,1 Gbps,"8x 1GbE RJ45 , 2x 1GbE SFP",10,1 Gbps,200,100,500 Mbps,320 Mbps,0,,0,,0,,,"Has fans, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX84-HW,Rackmount branch firewall,Reaching End of Sale,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX84_Datasheet
MX85,Rack,MX85,Medium branch,No,Meraki,No,,"2x 1GbE SFP , 2x 1GbE RJ45",4,1 Gbps,"8x 1GbE RJ45 , 2x 1GbE SFP",10,10 Gbps,250,100,1 Gbps,1 Gbps,0,,0,,0,,,"Has fans, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX85-HW,Rackmount medium branch firewall,Port multiplexing disables RJ45 if SFP used,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX85_Datasheet
MX95,Rack,MX95,Medium branch,No,Meraki,No,,"2x 10GbE SFP+ , 2x 2.5GbE RJ45",4,10 Gbps,"4x 1GbE RJ45 , 2x 10GbE SFP+",6,10 Gbps,500,250,3 Gbps,2 Gbps,0,,0,,0,,,"PoE, Has fans, multigigabit capable, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX95-HW,Mid-sized enterprise firewall with 10G interfaces,WAN RJ45 port 4 provides PoE+,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX95%2F%2F105_Datasheet
MX105,Rack,MX105,Medium branch,No,Meraki,No,,"2x 10GbE SFP+ , 2x 2.5GbE RJ45",4,10 Gbps,"4x 1GbE RJ45 , 2x 10GbE SFP+",6,10 Gbps,750,500,5 Gbps,2.5 Gbps,0,,0,,0,,,"PoE, Redundant PSU, Has fans, multigigabit capable, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX105-HW,High performance branch firewall,Redundant dual power supplies included,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX95%2F%2F105_Datasheet
MX250,Rack,MX250,Large campus,No,Meraki,No,,2x 10GbE SFP+,2,10 Gbps,"8x 10GbE SFP+ , 8x 1GbE SFP , 8x 1GbE RJ45",24,10 Gbps,2000,1000,7 Gbps,3 Gbps,0,,0,,0,,,"Redundant PSU, Has fans, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX250-HW,"Enterprise core firewall , VPN concentrator",Power cable must be purchased separately outside US,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX250_Datasheet
MX450,Rack,MX450,Data center,No,Meraki,No,,2x 10GbE SFP+,2,10 Gbps,"8x 10GbE SFP+ , 8x 1GbE SFP , 8x 1GbE RJ45",24,10 Gbps,10000,1500,10 Gbps,7 Gbps,0,,0,,0,,,"Redundant PSU, Has fans, Cryptography, NGFW capable, IPS, IDS, Advanced Malware Protection, URL filtering",MX450-HW,"Flagship core firewall , VPN concentrator",Power cable must be purchased separately outside US,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Product_Information/Overviews_and_Datasheets/MX450_Datasheet
vMX,Virtual,vMX-S,Virtual deployment,No,Meraki,No,,1x Virtual WAN,1,250 Mbps,1x Virtual LAN,1,250 Mbps,500,50,250 Mbps,200 Mbps,0,,0,,0,,,"Cryptography, NGFW capable, IPS, IDS, URL filtering",LIC-VMX-S,Virtual firewall instance for cloud small tier,Requires MX 18.2+ for dual interfaces,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Install_and_Get_Started/Installation_Guides/vMX_Comparison_Datasheet
vMX,Virtual,vMX-M,Virtual deployment,No,Meraki,No,,1x Virtual WAN,1,500 Mbps,1x Virtual LAN,1,500 Mbps,2500,250,500 Mbps,400 Mbps,0,,0,,0,,,"Cryptography, NGFW capable, IPS, IDS, URL filtering",LIC-VMX-M,Virtual firewall instance for cloud medium tier,Cannot support dual WAN,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Install_and_Get_Started/Installation_Guides/vMX_Comparison_Datasheet
vMX,Virtual,vMX-L,Virtual deployment,No,Meraki,No,,1x Virtual WAN,1,1 Gbps,1x Virtual LAN,1,1 Gbps,10000,1000,1 Gbps,1 Gbps,0,,0,,0,,,"Cryptography, NGFW capable, IPS, IDS, URL filtering",LIC-VMX-L,Virtual firewall instance for cloud large tier,Does not support 802.1x port auth,3,https://documentation.meraki.com/SASE_and_SD-WAN/MX/Install_and_Get_Started/Installation_Guides/vMX_Comparison_Datasheet
Z-Series,Desktop,Z3,Small branch,No,Meraki,Yes,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,5,5,100 Mbps,50 Mbps,0,,0,,0,,,"wireless, PoE, Cryptography, NGFW capable",Z3-HW,Teleworker gateway with 802.11ac,Includes 1 PoE port,3,https://meraki.cisco.com/product-collateral/z-series-datasheet/?file
Z-Series,Desktop,Z3C,Small branch,No,Meraki,Yes,,"1x 1GbE RJ45 , Cellular",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,5,5,100 Mbps,50 Mbps,0,,0,,0,,,"wireless, LTE, PoE, Cryptography, NGFW capable",Z3C-HW,"Teleworker gateway with 802.11ac , LTE",Includes CAT3 LTE modem,3,https://meraki.cisco.com/product-collateral/z-series-datasheet/?file
Z-Series,Desktop,Z4,Small branch,No,Meraki,Yes,,1x 1GbE RJ45,1,1 Gbps,4x 1GbE RJ45,4,1 Gbps,15,15,500 Mbps,300 Mbps,0,,0,,0,,,"wireless, PoE, Cryptography, NGFW capable",Z4-HW,Teleworker gateway with WiFi 6,Supports 802.3at PoE,3,https://documentation.meraki.com/SASE_and_SD-WAN/Z-Series_Teleworker_Gateways/Product_Information/Z4_Datasheet
Z-Series,Desktop,Z4C,Small branch,No,Meraki,Yes,,"1x 1GbE RJ45 , Cellular",2,1 Gbps,4x 1GbE RJ45,4,1 Gbps,15,15,500 Mbps,300 Mbps,0,,0,,0,,,"wireless, LTE, PoE, Cryptography, NGFW capable",Z4C-HW,"Teleworker gateway with WiFi 6 , LTE",Built-in CAT12 LTE Modem,3,https://documentation.meraki.com/SASE_and_SD-WAN/Z-Series_Teleworker_Gateways/Product_Information/Z4C_Datasheet
NCS 540-S,Rack,N540X-6Z18G,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540X-6Z18G-SYS-A, N540X-6Z18G-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-S,Rack,N540X-8Z16G,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540X-8Z16G-SYS-A, N540X-8Z16G-SYS-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
NCS 540-S,Rack,N540X-4Z14G2Q,Small Density,No,Catalyst,,,,,,,,,,,,,,,,,,,,,"N540X-4Z14G2Q-A, N540X-4Z14G2Q-D",,,,https://www.cisco.com/c/en/us/products/collateral/routers/network-convergence-system-500-series-routers/datasheet-c78-744713.html#Orderinginformation
